項番,記事URL,記事公開日,記事レーティング,記事カテゴリ,検証対象URL,検証対象,クレーム,証拠URL,証拠説明文,証拠先行ラベル,逆クレームラベル,証拠URLリスト,真実性ラベル,正当性説明文,画像数,画像1_改ざんラベル,画像1_OOCラベル,画像1_AI生成ラベル,画像2_改ざんラベル,画像2_OOCラベル,画像2_AI生成ラベル,画像3_改ざんラベル,画像3_OOCラベル,画像3_AI生成ラベル,画像4_改ざんラベル,画像4_OOCラベル,画像4_AI生成ラベル,動画数,動画1_改ざんラベル,動画1_OOCラベル,動画1_AI生成ラベル,再利用ラベル,OOCラベル
538,https://www.factcheckcenter.jp/fact-check/politics/false-ishiba-resign-extra-edition/,2025/7/24,誤り,政治,https://x.com/i/status/1948147433852252622,"テキスト,画像1",安倍元首相銃撃の時や歴代首相辞任の時には、新聞の号外が発行された。,https://www.youtube.com/watch?v=uYmagwzUvHY,安倍元首相が銃撃された際に号外は配布されている。,True,True,https://www3.nhk.or.jp/news/html/20250724/k10014872661000.html https://www.youtube.com/watch?v=uYmagwzUvHY https://www.youtube.com/watch?v=13lQ8ZClzmg https://www.youtube.com/watch?v=Jr_0w88TFfQ https://www.youtube.com/watch?v=s7g7FyEKNMI https://www.youtube.com/watch?v=QhFOdqU1ZC8 https://www3.nhk.or.jp/shutoken-news/20240814/1000107608.html,True,安倍元首相銃撃時（2022年7月8日）に各社が号外を発行した様子はYouTubeでも確認でき（時事通信、産経新聞）、安倍元首相辞任時（2020年8月）、菅元首相辞任時（2021年9月）、岸田元首相辞任時（2024年8月）にも号外が発行されたことが報道で確認できる（時事通信、北海道新聞、日本海新聞、NHK）。,1,False,True,False,-,-,-,-,-,-,-,-,-,0,-,-,-,True,True
539,https://www.factcheckcenter.jp/fact-check/politics/false-foreigners-fostering-deduction/,2025/7/29,誤り,政治,https://x.com/i/status/1949084640389509352,テキスト,外国人は海外居住の6親等まで扶養控除があるのに、日本人の子供には扶養控除がない。,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1180.htm,納税者に所得税法上の控除対象扶養親族となる人がいる場合には、一定の金額の所得控除が受けられる。,True,False,https://www.moj.go.jp/isa/content/930004446.pdf https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1180.htm https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1180.htm https://www.nta.go.jp/publication/pamph/pdf/0022009-107_02.pdf https://www.mof.go.jp/tax_policy/publication/brochure/zeisei23/index.html,False,国税庁によると、扶養控除の対象は6親等以内の血族および3親等以内の姻族であり、国籍による違いはない。日本人も外国人も同じ条件で扶養控除が適用される（国税庁「No.1180 扶養控除」）。また、拡散した画像に付されたサブタイトル「日本の子どもたちを税制で差別します　財務省」は原本には存在しない加工である（財務省「令和5年度税制改正」）。したがって、外国人のみ海外居住6親等まで控除があり日本人にはないという主張は誤りである。,1,True,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-
540,https://www.factcheckcenter.jp/fact-check/politics/false-foreigners-fostering-deduction/,2025/7/29,誤り,政治,https://x.com/i/status/1949084640389509352,テキスト,納税者に所得税法上の控除対象扶養親族となる人がいる場合には、一定の金額の所得控除が受けられる。,https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1180.htm,納税者に所得税法上の控除対象扶養親族となる人がいる場合には、一定の金額の所得控除が受けられる。,True,True,https://www.moj.go.jp/isa/content/930004446.pdf https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1180.htm https://www.nta.go.jp/taxes/shiraberu/taxanswer/shotoku/1180.htm https://www.nta.go.jp/publication/pamph/pdf/0022009-107_02.pdf https://www.mof.go.jp/tax_policy/publication/brochure/zeisei23/index.html,True,国税庁によると、扶養控除の対象は6親等以内の血族および3親等以内の姻族であり、国籍による違いはない。日本人も外国人も、納税者であれば同じ扶養控除が適用される（国税庁「No.1180 扶養控除」「国外居住親族に係る扶養控除等Q&A」）。,1,True,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-
541,https://www.factcheckcenter.jp/fact-check/politics/inaccurate-yokohama-website-worsen/,2025/8/2,不正確,政治,https://x.com/i/status/1949732309743329727,"テキスト,画像1",横浜市長記者会見の内容は過去1年分しか確認できない。,https://www.city.yokohama.lg.jp/mayor/kishakaiken/kaikenyoshi/,横浜市長記者会見の1年以上前の内容も、2020年4月の分までは、会見記録で確認できる。,False,False,https://shichokaiken.city.yokohama.lg.jp/ https://shichokaiken.city.yokohama.lg.jp/?tpl=category_result https://www.city.yokohama.lg.jp/mayor/kishakaiken/kaikenyoshi/ https://www.nhk.or.jp/senkyo/database/local/yokohama/21208/questionnaire55653.html,False,横浜市の公式サイトには「録画中継は、おおむね1年前の会見まで掲載しています。それ以前の会見の模様は『会見記録』をご覧ください」と書かれており（横浜市「市長記者会見インターネット中継」）、録画動画は確かに直近約1年分である。しかし、文字起こしの「会見記録」では2020年4月8日まで遡って確認できる。したがって、過去1年分しか確認できないという主張は不正確である。,1,False,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,True,False
542,https://www.factcheckcenter.jp/fact-check/politics/inaccurate-yokohama-website-worsen/,2025/8/2,不正確,政治,https://x.com/i/status/1949732309743329727,"テキスト,画像1",横浜市長記者会見の1年以上前の内容も、2020年4月の分までは、会見記録で確認できる。,https://www.city.yokohama.lg.jp/mayor/kishakaiken/kaikenyoshi/,横浜市長記者会見の1年以上前の内容も、2020年4月の分までは、会見記録で確認できる。,False,True,https://shichokaiken.city.yokohama.lg.jp/ https://shichokaiken.city.yokohama.lg.jp/?tpl=category_result https://www.city.yokohama.lg.jp/mayor/kishakaiken/kaikenyoshi/ https://www.nhk.or.jp/senkyo/database/local/yokohama/21208/questionnaire55653.html,True,横浜市の公式サイトでは、録画中継はおおむね1年前までだが、文字起こしの「会見記録」では2020年4月8日の記者会見まで遡って確認できる（横浜市「市長記者会見インターネット中継」「会見記録」）。,1,False,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,True,False
543,https://www.factcheckcenter.jp/fact-check/politics/false-tanakamakiko-pure-japanese-statement/,2025/8/5,誤り,政治,https://x.com/i/status/1943564529419588066,テキスト,2023年12月8日のライブ配信で田中真紀子氏が国会議員713人中、純日本人は23人だけであると発言した。,https://www.youtube.com/watch?v=N1r2mf3MR78,2023年12月8日のライブ配信では、田中真紀子氏が国会議員713人の国籍や帰化について語っていない。,True,False,https://www.youtube.com/watch?v=N1r2mf3MR78,False,2023年12月8日に日テレNEWS LIVEで配信された元動画の全編（1時間13分38秒）を確認したところ、田中氏は議員数や政治とカネの問題について話しているが、議員の国籍や帰化については一切語っておらず、「純日本人は23人」という発言はない。,0,-,-,-,-,-,-,-,-,-,-,-,-,1,True,True,False,-,-
544,https://www.factcheckcenter.jp/fact-check/politics/false-tanakamakiko-pure-japanese-statement/,2025/8/5,誤り,政治,https://x.com/i/status/1943564529419588066,テキスト,2023年12月8日のライブ配信では、田中真紀子氏が国会議員713人の国籍や帰化について語っていない。,https://www.youtube.com/watch?v=N1r2mf3MR78,2023年12月8日のライブ配信では、田中真紀子氏が国会議員713人の国籍や帰化について語っていない。,True,True,https://www.youtube.com/watch?v=N1r2mf3MR78,True,2023年12月8日に日テレNEWS LIVEで配信された元動画の全編（1時間13分38秒）では、田中氏は議員数や政治とカネの問題について話しており、議員の国籍や帰化については一切語っていない。,0,-,-,-,-,-,-,-,-,-,-,-,-,1,True,True,False,-,-
545,https://www.factcheckcenter.jp/fact-check/politics/false-tanakamakiko-pure-japanese-statement/,2025/8/5,誤り,政治,https://x.com/i/status/1928374458043035658,"テキスト,画像1",2023年12月8日のライブ配信で田中真紀子氏が国会議員713人中、純日本人は23人だけであると発言した。,https://www.youtube.com/watch?v=N1r2mf3MR78,2023年12月8日のライブ配信では、田中真紀子氏が国会議員713人の国籍や帰化について語っていない。,True,False,https://www.youtube.com/watch?v=N1r2mf3MR78,False,2023年12月8日に日テレNEWS LIVEで配信された元動画の全編（1時間13分38秒）を確認したところ、田中氏は議員数や政治とカネの問題について話しているが、議員の国籍や帰化については一切語っておらず、「純日本人は23人」という発言はない。,1,False,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-
546,https://www.factcheckcenter.jp/fact-check/politics/false-tanakamakiko-pure-japanese-statement/,2025/8/5,誤り,政治,https://x.com/i/status/1928374458043035658,"テキスト,画像1",2023年12月8日のライブ配信では、田中真紀子氏が国会議員713人の国籍や帰化について語っていない。,https://www.youtube.com/watch?v=N1r2mf3MR78,2023年12月8日のライブ配信では、田中真紀子氏が国会議員713人の国籍や帰化について語っていない。,True,True,https://www.youtube.com/watch?v=N1r2mf3MR78,True,2023年12月8日に日テレNEWS LIVEで配信された元動画の全編（1時間13分38秒）では、田中氏は議員数や政治とカネの問題について話しており、議員の国籍や帰化については一切語っていない。,1,False,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-
547,https://www.factcheckcenter.jp/fact-check/politics/false-takaichi-power-quote-image/,2025/8/5,誤り,政治,https://x.com/i/status/1949816020253778124,画像1,投稿された画像は、自民党の高市氏がNHKのドキュメンタリー番組「プロフェッショナル 仕事の流儀」に出演し、その番組で「国民にとって嘘か真かなんて関係ない、国家権力こそが全て」と発言したとするスクリーンショットである。,https://www.web.nhk/tv/an/professional/pl/series-tep-8X88ZVMGV5,自民党の高市氏が、NHKのドキュメンタリー番組「プロフェッショナル 仕事の流儀」に出演したことはない。,False,False,https://www.nhk.jp/p/professional/ts/8X88ZVMGV5/list/ https://www.daily.co.jp/gossip/2021/12/28/0014950468.shtml,False,NHK「プロフェッショナル 仕事の流儀」の過去584エピソードに高市氏を取り上げた回はない（NHK「エピソード」）。拡散した画像の高市氏は、2021年のデイリースポーツonlineの記事画像と服・背景・表情が一致しており、番組ロゴは後から追加されたものである。デイリースポーツの記事にも「国民にとって嘘か真かなんて関係ない、国家権力こそが全て」という発言はなく、2025年7月31日現在そのような発言の情報や報道は確認できない。,1,True,True,False,-,-,-,-,-,-,-,-,-,0,-,-,-,True,True
548,https://www.factcheckcenter.jp/fact-check/politics/false-takaichi-power-quote-image/,2025/8/5,誤り,政治,https://x.com/i/status/1949816020253778124,画像1,投稿された画像は、自民党の高市氏がNHKのドキュメンタリー番組「プロフェッショナル 仕事の流儀」に出演し、その番組で「国民にとって嘘か真かなんて関係ない、国家権力こそが全て」と発言したときのスクリーンショットのフェイク画像である。,https://www.web.nhk/tv/an/professional/pl/series-tep-8X88ZVMGV5,自民党の高市氏が、NHKのドキュメンタリー番組「プロフェッショナル 仕事の流儀」に出演したことはない。,False,True,https://www.nhk.jp/p/professional/ts/8X88ZVMGV5/list/ https://www.daily.co.jp/gossip/2021/12/28/0014950468.shtml,True,NHK「プロフェッショナル 仕事の流儀」の過去584エピソードに高市氏を取り上げた回はない（NHK「エピソード」）。拡散した画像の高市氏は、2021年のデイリースポーツonlineの記事画像と一致しており、番組ロゴは後から追加され、発言テロップも加工されたフェイク画像である。,1,True,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,True,False
549,https://www.factcheckcenter.jp/fact-check/politics/false-lasalleishii-opposed-the-gasoline-tax-cut/,2025/8/7,誤り,政治,https://x.com/i/status/1952086173939282021,"テキスト,画像1",参議院議員・ラサール石井氏が、第218回国会でガソリン暫定税率廃止に反対した。,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/218/gian.htm,第218回国会では、ガソリン暫定税率廃止法案を審議されていない。,False,False,https://www.yomiuri.co.jp/politics/20250801-OYT1T50077/ https://www3.nhk.or.jp/news/html/20250805/k10014885281000.html https://www.sangiin.go.jp/japanese/joho1/kousei/gian/218/gian.htm https://x.com/i/status/1952312134463017439,False,参議院公式サイトの「議案情報」ページで第218回国会臨時会に提出された法案を確認すると、ガソリン暫定税率に関する法案は含まれておらず、審議されていない（参議院）。社民党のX公式アカウントも「投稿のなされた2025年8月4日13時時点で第218回国会の参議院ではガソリン暫定税率法案の審議はなされていません」と否定している。したがって、ラサール石井氏がガソリン暫定税率廃止に反対したという主張は誤りである。,1,False,True,False,-,-,-,-,-,-,-,-,-,0,-,-,-,NA,True
550,https://www.factcheckcenter.jp/fact-check/politics/false-lasalleishii-opposed-the-gasoline-tax-cut/,2025/8/7,誤り,政治,https://x.com/i/status/1952086173939282021,"テキスト,画像1",参議院議員・ラサール石井氏がガソリン暫定税率廃止に反対したとされる第218回国会では、ガソリン暫定税率廃止法案は審議されていない。,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/218/gian.htm,第218回国会では、ガソリン暫定税率廃止法案を審議されていない。,False,True,https://www.yomiuri.co.jp/politics/20250801-OYT1T50077/ https://www3.nhk.or.jp/news/html/20250805/k10014885281000.html https://www.sangiin.go.jp/japanese/joho1/kousei/gian/218/gian.htm https://x.com/i/status/1952312134463017439,True,参議院公式サイトの「議案情報」ページによると、第218回国会臨時会（8月1〜5日）にはガソリン暫定税率に関する法案は提出されておらず、審議されていない（参議院）。社民党も公式Xで投稿内容を否定している。,1,False,True,False,-,-,-,-,-,-,-,-,-,0,-,-,-,NA,True
